gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.79,143.63,No
Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),105.14,6907.68,No
Male,1,No,Yes,57,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),47.37,2706.2,No
Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),98.62,3852.7,Yes
Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,70.43,3616.45,Yes
Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,70.58,506.46,Yes
Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),108.51,7688.15,No
Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),72.3,3359.33,No
Male,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,59.38,4041.09,No
Female,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.74,1957.06,No
Male,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,98.04,4124.07,No
Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),81.65,1760.67,No
Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.87,2525.27,No
Male,0,No,Yes,37,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),68.31,2552.16,No
Female,0,No,No,29,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,62.87,1863.55,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,90.63,4642.45,No
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,108.35,6900.89,No
Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,72.03,852.05,No
Female,0,No,No,40,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,81.01,3199.97,No
Female,0,Yes,No,56,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),55.22,3091.67,No
Male,1,Yes,Yes,23,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,69.58,1575.63,No
Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,104.35,2525.61,Yes
Male,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),54.66,0.0,No
Female,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),119.08,2696.5,Yes
Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,71.35,3041.82,No
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),83.13,5854.11,No
Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.17,1625.78,No
Male,0,No,No,21,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,81.04,1652.46,No
Female,0,No,No,59,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),50.59,2963.33,No
Male,0,No,No,13,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.63,867.35,No
Female,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.67,631.09,No
Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),85.01,3227.61,Yes
Male,0,No,No,59,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),76.72,4533.44,No
Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.2,1242.05,Yes
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.93,15.55,No
Female,0,No,No,52,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.66,3157.04,No
Male,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,79.5,3384.37,No
Male,1,No,No,50,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,81.53,4079.62,No
Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.9,2030.41,No
Female,0,No,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,48.89,424.83,No
Female,0,No,Yes,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),73.87,1742.11,No
Male,0,Yes,No,34,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,65.52,2248.19,No
Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.3,2566.04,No
Male,1,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,97.65,6293.28,Yes
Female,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),59.82,964.28,No
Female,0,No,Yes,22,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,79.97,1737.36,No
Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),86.85,1115.28,No
Male,0,Yes,Yes,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4310.15,No
Female,1,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.79,1535.21,No
Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),92.6,5919.66,No
Female,0,Yes,No,16,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.95,615.54,No
Male,1,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,98.34,3016.89,Yes
Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,116.97,6168.45,No
Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,49.76,111.66,No
Male,0,No,No,51,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.39,2639.93,No
Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,105.26,931.37,No
Female,0,No,No,2,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,58.73,99.44,No
Male,0,No,Yes,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.34,459.3,No
Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),58.2,3738.72,No
Male,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.06,1154.95,No
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.25,5290.94,No
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.59,2307.76,No
Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.85,2300.22,No
Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.37,2787.5,Yes
Male,0,Yes,Yes,59,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),92.95,5502.71,No
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),106.54,433.71,Yes
Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,73.22,3056.53,Yes
Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),31.19,1716.24,No
Female,0,No,Yes,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.25,3655.21,No
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.83,2004.6,Yes
Male,1,No,No,13,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,104.26,1316.07,Yes
Male,1,No,No,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,101.83,5296.24,Yes
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),76.05,426.26,No
Female,1,No,Yes,56,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),58.88,3302.53,No
Female,1,No,No,51,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),58.22,2932.55,No
Female,0,Yes,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),83.27,4195.37,No
Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,104.19,2166.82,No
Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),73.96,579.08,No
Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.93,2243.94,No
Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,84.61,2169.85,Yes
Male,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,74.86,2082.17,No
Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),114.8,1538.53,Yes
Female,1,Yes,No,24,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.88,2004.87,No
Female,0,Yes,No,60,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),60.54,3583.96,No
Female,0,No,No,65,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,47.72,3129.39,No
Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,118.13,2914.02,Yes
Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.39,782.18,No
Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),86.23,193.26,No
Female,0,Yes,No,13,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),65.83,855.24,No
Male,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.3,49.73,No
Male,0,No,No,48,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.21,3994.14,No
Female,0,No,Yes,46,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,46.75,2113.96,No
Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.62,2838.98,No
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,98.08,2370.92,No
Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,96.5,5781.49,No
Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,45.35,561.76,No
Male,0,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),79.72,1290.11,No
Male,0,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.73,1818.74,No
Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,89.61,5722.59,No
Male,0,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.46,4103.02,No
Male,0,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.54,1515.42,No
Female,0,No,No,51,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,59.72,3017.38,No
Male,1,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),87.64,5209.88,No
Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,99.98,1632.65,No
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.33,495.26,Yes
Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,78.63,1045.64,No
Male,0,Yes,No,26,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.34,1557.96,No
Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.38,586.14,No
Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,117.88,4433.47,Yes
Male,0,No,Yes,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,50.36,548.9,No
Male,0,No,No,42,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.11,2926.18,No
Male,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,116.71,5970.07,No
Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.44,438.92,No
Female,0,Yes,No,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.95,1056.46,No
Female,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.74,867.02,No
Male,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,67.89,245.74,No
Male,0,No,Yes,48,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),52.48,2532.0,No
Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),110.28,6099.44,No
Male,1,No,No,26,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),58.45,1505.26,No
Male,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),68.42,36.21,Yes
Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,70.92,2539.81,No
Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,107.3,6746.92,No
Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,85.3,1831.19,No
Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),47.46,2916.29,No
Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.86,2520.75,No
Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.91,1562.17,No
Female,0,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.25,3620.35,No
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.34,115.46,No
Male,0,No,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,56.58,2254.87,No
Male,1,No,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,118.29,7527.39,No
Male,0,Yes,No,68,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,74.47,5021.52,No
Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.05,904.66,No
Female,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),49.23,2363.98,No
Female,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,52.96,240.49,No
Male,0,No,Yes,20,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),71.61,1456.78,No
Male,0,No,Yes,60,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,46.95,2793.07,No
Female,0,Yes,No,46,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,76.4,3532.45,No
Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),33.9,994.43,No
Female,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),87.64,6164.98,No
Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),53.68,2944.83,No
Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,106.27,129.14,Yes
Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.0,76.42,No
Male,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.22,2152.83,No
Male,0,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,72.9,4636.95,No
Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),39.7,424.52,No
Male,0,No,No,39,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,49.11,1925.22,No
Male,0,No,Yes,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,117.68,6949.14,No
Female,0,No,Yes,62,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.52,4564.58,No
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,101.87,4714.37,No
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),46.24,3301.99,No
Female,1,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,77.95,5337.38,No
Female,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),94.49,5622.96,Yes
Male,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.32,1660.44,No
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),115.4,8240.44,No
Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),84.24,110.08,No
Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.11,145.57,Yes
Male,0,No,Yes,37,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.65,1868.88,No
Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.41,1026.42,No
Male,0,No,Yes,65,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.03,4879.07,No
Male,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,61.83,3077.92,No
